asset_path,sha256,source_path,source_event,speaker,speaker_faction,verified_transcript,result_role,winner_scope,literal_gg,door_eligible,ceremony_eligible,victory_eligible,tie_eligible,gain_db,reverb_ms,confidence,notes
audio/ui/result_audio/zerg/acVictory_Kerrigan_007.ogg,f7bbc4ac217d3cb2f524d48b43ff106dde31050dd0ea6c7afcc470ee08e8c18d,campaigns/void.sc2campaign/base.sc2assets/LocalizedData/Sounds/VO/acVictory_Kerrigan_007.ogg,acVictory,Kerrigan,ZERG,Victory is mine.,VICTORY_VO,ZERG,false,false,false,true,false,0.2,0,VERIFIED_GAME_DATA_AND_LOCALIZATION,"Reused identical canonical bytes already present in project. Measured I=-18.7 LUFS, peak=-1.2 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/result_audio/zerg/acVictory_Kerrigan_008.ogg,a8f051e5e7ee78d731161e263b9adaaa1d5fa0140013ab9a9e55d4c8b6ebf71f,campaigns/void.sc2campaign/base.sc2assets/LocalizedData/Sounds/VO/acVictory_Kerrigan_008.ogg,acVictory,Kerrigan,ZERG,"Nice work, partner.",VICTORY_VO,ZERG,false,false,false,true,false,-1.1,0,VERIFIED_GAME_DATA_AND_LOCALIZATION,"Reused identical canonical bytes already present in project. Measured I=-20.0 LUFS, peak=0.1 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/result_audio/zerg/acVictory_Kerrigan_009.ogg,7e65bf3e1151ce0f092746ae175bf3694764c5eee40efa5206753011a356a217,campaigns/void.sc2campaign/base.sc2assets/LocalizedData/Sounds/VO/acVictory_Kerrigan_009.ogg,acVictory,Kerrigan,ZERG,We're done here.,VICTORY_VO,ZERG,false,false,false,true,false,3.1,0,VERIFIED_GAME_DATA_AND_LOCALIZATION,"Reused identical canonical bytes already present in project. Measured I=-20.3 LUFS, peak=-4.1 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/result_audio/zerg/acVictory_Kerrigan_010.ogg,5f9969cb9098a55911338093b4eeb95ae65015d2bd8a1a7fd65f22e70ae00501,campaigns/void.sc2campaign/base.sc2assets/LocalizedData/Sounds/VO/acVictory_Kerrigan_010.ogg,acVictory,Kerrigan,ZERG,Nothing can stop us.,VICTORY_VO,ZERG,false,false,false,true,false,-1.6,0,VERIFIED_GAME_DATA_AND_LOCALIZATION,"Reused identical canonical bytes already present in project. Measured I=-17.0 LUFS, peak=0.6 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/result_audio/zerg/acVictory_Kerrigan_041.ogg,5485f01dc81731ed086b8a82c7a2c010b31b204804fa03bf8d3849eb65688af4,campaigns/void.sc2campaign/base.sc2assets/LocalizedData/Sounds/VO/acVictory_Kerrigan_041.ogg,acVictory,Kerrigan,ZERG,I am good.,VICTORY_VO,ZERG,false,false,false,true,false,-1.4,0,VERIFIED_GAME_DATA_AND_LOCALIZATION,"Reused identical canonical bytes already present in project. Measured I=-17.9 LUFS, peak=0.4 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/result_audio/zerg/acVictory_Zagara_031.ogg,b9d42511901eb8fccaf6be4508c60d6b56b4e4adc5ea47f32012e79d5bb09989,campaigns/void.sc2campaign/base.sc2assets/LocalizedData/Sounds/VO/acVictory_Zagara_031.ogg,acVictory,Zagara,ZERG,The Swarm is victorious. It is as I planned.,VICTORY_VO,ZERG,false,false,false,true,false,0.0,0,VERIFIED_GAME_DATA_AND_LOCALIZATION,"Reused identical canonical bytes already present in project. Measured I=-18.2 LUFS, peak=-1.0 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/result_audio/zerg/acVictory_Zagara_032.ogg,f51457125c739eb01e03f6c019d0b6bd2c1e459cbcfaa3947dc83f2b52872749,campaigns/void.sc2campaign/base.sc2assets/LocalizedData/Sounds/VO/acVictory_Zagara_032.ogg,acVictory,Zagara,ZERG,"We had vision, our foe did not. It is that simple.",VICTORY_VO,ZERG,false,false,false,true,false,-1.2,0,VERIFIED_GAME_DATA_AND_LOCALIZATION,"Reused identical canonical bytes already present in project. Measured I=-16.9 LUFS, peak=0.2 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/result_audio/zerg/acVictory_Zagara_033.ogg,c5a64a3ca853a2e1616135eb2c279b923df5dd4885b84bc1b834afe8a3c6ab3e,campaigns/void.sc2campaign/base.sc2assets/LocalizedData/Sounds/VO/acVictory_Zagara_033.ogg,acVictory,Zagara,ZERG,We have fought well together.,VICTORY_VO,ZERG,false,false,false,true,false,0.4,0,VERIFIED_GAME_DATA_AND_LOCALIZATION,"Reused identical canonical bytes already present in project. Measured I=-16.4 LUFS, peak=-1.9 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/result_audio/zerg/acVictory_Zagara_034.ogg,e109a0e7a473d2a2eb50cf9c61d808e7b457879e17ce0f622d813cffe1ddaea8,campaigns/void.sc2campaign/base.sc2assets/LocalizedData/Sounds/VO/acVictory_Zagara_034.ogg,acVictory,Zagara,ZERG,Revel in the victory I have brought you.,VICTORY_VO,ZERG,false,false,false,true,false,-0.1,0,VERIFIED_GAME_DATA_AND_LOCALIZATION,"Reused identical canonical bytes already present in project. Measured I=-15.9 LUFS, peak=-1.6 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/result_audio/zerg/acVictory_Zagara_035.ogg,cacf3f210f5d57e9d810f510897f2d8c1d7972349c78f4be2a09d74443786921,campaigns/void.sc2campaign/base.sc2assets/LocalizedData/Sounds/VO/acVictory_Zagara_035.ogg,acVictory,Zagara,ZERG,We are the Swarm. There was no other outcome.,VICTORY_VO,ZERG,false,false,false,true,false,-0.6,0,VERIFIED_GAME_DATA_AND_LOCALIZATION,"Reused identical canonical bytes already present in project. Measured I=-15.4 LUFS, peak=-2.1 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/result_audio/zerg/acVictory_Zagara_037.ogg,2d696de230e823cadfb5e56ec634cd1fe33e6ccd4a183d2a602b4af04b6b5b1a,campaigns/void.sc2campaign/base.sc2assets/LocalizedData/Sounds/VO/acVictory_Zagara_037.ogg,acVictory,Zagara,ZERG,Victory is mine.,VICTORY_VO,ZERG,false,false,false,true,false,0.7,0,VERIFIED_GAME_DATA_AND_LOCALIZATION,"Reused identical canonical bytes already present in project. Measured I=-18.3 LUFS, peak=-1.7 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/result_audio/zerg/acVictory_Dehaka_083.ogg,ecfde4506959057f61f1da321205f029ed5fafeee9a78a0b009022a599c756d8,campaigns/void.sc2campaign/enus.sc2assets/LocalizedData/Sounds/VO/acVictory_Dehaka_083.ogg,acVictory,Dehaka,ZERG,We are a tide. The enemy is driftwood.,VICTORY_VO,ZERG,false,false,false,true,false,0.2,0,VERIFIED_GAME_DATA_AND_LOCALIZATION,"Reused identical canonical bytes already present in project. Measured I=-17.0 LUFS, peak=-1.2 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/result_audio/zerg/acVictory_Dehaka_084.ogg,a34272490fb690e081dfaa9e9476c8d8f05abe35442d7e848b2d1064dfba8129,campaigns/void.sc2campaign/enus.sc2assets/LocalizedData/Sounds/VO/acVictory_Dehaka_084.ogg,acVictory,Dehaka,ZERG,Never stop changing.,VICTORY_VO,ZERG,false,false,false,true,false,0.3,0,VERIFIED_GAME_DATA_AND_LOCALIZATION,"Reused identical canonical bytes already present in project. Measured I=-16.7 LUFS, peak=-1.3 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/result_audio/zerg/acVictory_Dehaka_085.ogg,1287895a37e9cc89283c4c0fc3828864fc67a7bdd6bd340f1ac0ce640a80c75b,campaigns/void.sc2campaign/enus.sc2assets/LocalizedData/Sounds/VO/acVictory_Dehaka_085.ogg,acVictory,Dehaka,ZERG,We have learned. We have grown.,VICTORY_VO,ZERG,false,false,false,true,false,0.4,0,VERIFIED_GAME_DATA_AND_LOCALIZATION,"Reused identical canonical bytes already present in project. Measured I=-17.2 LUFS, peak=-1.4 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/result_audio/zerg/acVictory_Dehaka_086.ogg,5b3efef94004bfe5e11d599aab3f28212394b1f7fc28389e45a37015e901df64,campaigns/void.sc2campaign/enus.sc2assets/LocalizedData/Sounds/VO/acVictory_Dehaka_086.ogg,acVictory,Dehaka,ZERG,Nothing can stop me.,VICTORY_VO,ZERG,false,false,false,true,false,0.4,0,VERIFIED_GAME_DATA_AND_LOCALIZATION,"Reused identical canonical bytes already present in project. Measured I=-16.7 LUFS, peak=-1.4 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/result_audio/zerg/acVictory_Dehaka_087.ogg,7150da1b34ee013dd2d99585a6090aa72c0c06d7e920224066e7cd2d36b2dd01,campaigns/void.sc2campaign/enus.sc2assets/LocalizedData/Sounds/VO/acVictory_Dehaka_087.ogg,acVictory,Dehaka,ZERG,Witness strength of primal zerg.,VICTORY_VO,ZERG,false,false,false,true,false,0.2,0,VERIFIED_GAME_DATA_AND_LOCALIZATION,"Reused identical canonical bytes already present in project. Measured I=-16.4 LUFS, peak=-1.2 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/result_audio/zerg/acVictory_Dehaka_088.ogg,dd0d8c2c6e69ed14d449fb9f09e4a9b002aa63fc16459d03a927aaf700f48a92,campaigns/void.sc2campaign/enus.sc2assets/LocalizedData/Sounds/VO/acVictory_Dehaka_088.ogg,acVictory,Dehaka,ZERG,Our enemies are unchanging. No match for us.,VICTORY_VO,ZERG,false,false,false,true,false,0.5,0,VERIFIED_GAME_DATA_AND_LOCALIZATION,"Reused identical canonical bytes already present in project. Measured I=-16.5 LUFS, peak=-1.5 dBFS; runtime gain targets <= -1 dBFS."
audio/ui/result_music/victory/UI_Stinger_VictoryPanel01.ogg,e47f267fc16ca5f10921ef5cae96da20cfed05ad98e29d5b5764503beb1cd414,R13_APP_ASSET/audio/ui/result_music/victory/UI_Stinger_VictoryPanel01.ogg,ResultMusic,Instrumental,NEUTRAL,,VICTORY_MUSIC,ANY,false,false,false,false,false,0.0,0,VERIFIED,Existing R13 accepted canonical result cue.
audio/ui/result_music/victory/UI_Stinger_VictoryPanel02.ogg,9fdf37e53a4b4691036986364c3d3f3034ea715d329ceb50fe18fd2843f3dfc4,R13_APP_ASSET/audio/ui/result_music/victory/UI_Stinger_VictoryPanel02.ogg,ResultMusic,Instrumental,NEUTRAL,,VICTORY_MUSIC,ANY,false,false,false,false,false,0.0,0,VERIFIED,Existing R13 accepted canonical result cue.
audio/ui/result_music/victory/UI_Stinger_VictoryPanel03.ogg,59d869cb9d79117f5fae1d2cacb35aeef02b4cc48d8d5989b9e15fa060368f94,R13_APP_ASSET/audio/ui/result_music/victory/UI_Stinger_VictoryPanel03.ogg,ResultMusic,Instrumental,NEUTRAL,,VICTORY_MUSIC,ANY,false,false,false,false,false,0.0,0,VERIFIED,Existing R13 accepted canonical result cue.
audio/ui/result_music/terran/ZSwarm_Music_TerranVictoryNew.ogg,a4d3d41723d03f6cd9358f9d3f8010713a6218f23d56f53048622d7dd6460681,R13_APP_ASSET/audio/ui/result_music/terran/ZSwarm_Music_TerranVictoryNew.ogg,ResultMusic,Instrumental,NEUTRAL,,VICTORY_MUSIC,TERRAN,false,false,false,false,false,0.0,0,VERIFIED,Existing R13 accepted canonical result cue.
audio/ui/result_music/protoss/Music_VoidPrologue_VictoryScreen_01.ogg,877b4668aaf7d791ed60e294d18cd476ba4f5fdde601b140690982a926eb6a43,R13_APP_ASSET/audio/ui/result_music/protoss/Music_VoidPrologue_VictoryScreen_01.ogg,ResultMusic,Instrumental,NEUTRAL,,VICTORY_MUSIC,PROTOSS,false,false,false,false,false,0.0,0,VERIFIED,Existing R13 accepted canonical result cue.
audio/ui/result_music/protoss/Music_Void_Victory_01.ogg,075554c936ab7307fc6e5e17958f57227c3d63f9cf0df8762d7d8f4ed6b57b6d,R13_APP_ASSET/audio/ui/result_music/protoss/Music_Void_Victory_01.ogg,ResultMusic,Instrumental,NEUTRAL,,VICTORY_MUSIC,PROTOSS,false,false,false,false,false,0.0,0,VERIFIED,Existing R13 accepted canonical result cue.
audio/ui/result_music/protoss/Music_Void_Victory_02.ogg,66b23afd9c1e35fe36dffcb1381c6209c7e388afcf06f9eba7e1553d579dac22,R13_APP_ASSET/audio/ui/result_music/protoss/Music_Void_Victory_02.ogg,ResultMusic,Instrumental,NEUTRAL,,VICTORY_MUSIC,PROTOSS,false,false,false,false,false,0.0,0,VERIFIED,Existing R13 accepted canonical result cue.
audio/ui/result_music/protoss/Music_Void_Victory_04.ogg,4a32d73e08462ad1243bd464b9849ac7ac05a2738f4371dbabecdfec18a11d12,R13_APP_ASSET/audio/ui/result_music/protoss/Music_Void_Victory_04.ogg,ResultMusic,Instrumental,NEUTRAL,,VICTORY_MUSIC,PROTOSS,false,false,false,false,false,0.0,0,VERIFIED,Existing R13 accepted canonical result cue.
audio/ui/result_music/zerg/Music_DarkVictory_Full.ogg,13df0834f90dc18c6b280478d07bcb9aa9c12a33d72b62b78c08af959c499576,R13_APP_ASSET/audio/ui/result_music/zerg/Music_DarkVictory_Full.ogg,ResultMusic,Instrumental,NEUTRAL,,VICTORY_MUSIC,ZERG,false,false,false,false,false,0.0,0,VERIFIED,Existing R13 accepted canonical result cue.
audio/ui/result_music/zerg/ZSwarm_Music_CutsceneVictory6.ogg,6fa6465142be4d4a6d61f73a173366c1c1817a8496b465e516cfa1d8c1649639,R13_APP_ASSET/audio/ui/result_music/zerg/ZSwarm_Music_CutsceneVictory6.ogg,ResultMusic,Instrumental,NEUTRAL,,VICTORY_MUSIC,ZERG,false,false,false,false,false,0.0,0,VERIFIED,Existing R13 accepted canonical result cue.
audio/ui/result_music/zerg/ZSwarm_Music_DarkVictory_LiveFull.ogg,6460e47ccb43fc9e17703fe09db767dc6829344facf99801e001b50c492543c2,R13_APP_ASSET/audio/ui/result_music/zerg/ZSwarm_Music_DarkVictory_LiveFull.ogg,ResultMusic,Instrumental,NEUTRAL,,VICTORY_MUSIC,ZERG,false,false,false,false,false,0.0,0,VERIFIED,Existing R13 accepted canonical result cue.
audio/ui/result_music/draw/UI_Stinger_DefeatPanelGeneric.ogg,dc43e6fb33dc82a28b7af18681a61dc77f7108fb9797a41c4275a43385a5d916,R13_APP_ASSET/audio/ui/result_music/draw/UI_Stinger_DefeatPanelGeneric.ogg,ResultMusic,Instrumental,NEUTRAL,,DRAW_MUSIC,TIE_ONLY,false,false,false,false,false,0.0,0,VERIFIED,Existing R13 accepted canonical result cue.
